Episode #,State,Action,Reward,Next State,Terminated
7,[-1.1428372   0.01163065],0,-1.0,[-1.1298087   0.01302845],0
7,[-1.1298087   0.01302845],0,-1.0,[-1.1153567   0.01445207],0
7,[-1.1153567   0.01445207],0,-1.0,[-1.0994567   0.01589999],0
7,[-1.0994567   0.01589999],1,-1.0,[-1.0810874   0.01836933],0
7,[-1.0810874   0.01836933],1,-1.0,[-1.060231    0.02085642],0
7,[-1.060231    0.02085642],1,-1.0,[-1.0368764   0.02335451],0
7,[-1.0368764   0.02335451],1,-1.0,[-1.0110232   0.02585331],0
7,[-1.0110232   0.02585331],1,-1.0,[-0.9826845  0.0283386],0
7,[-0.9826845  0.0283386],1,-1.0,[-0.95189255  0.03079193],0
7,[-0.95189255  0.03079193],1,-1.0,[-0.9187021   0.03319044],0
7,[-0.9187021   0.03319044],1,-1.0,[-0.88319516  0.03550697],0
7,[-0.88319516  0.03550697],1,-1.0,[-0.84548473  0.03771044],0
7,[-0.84548473  0.03771044],1,-1.0,[-0.80571824  0.0397665 ],0
7,[-0.80571824  0.0397665 ],1,-1.0,[-0.7640796   0.04163868],0
7,[-0.7640796   0.04163868],1,-1.0,[-0.7207897   0.04328985],0
7,[-0.7207897   0.04328985],1,-1.0,[-0.6761057   0.04468402],0
7,[-0.6761057   0.04468402],1,-1.0,[-0.63031733  0.04578833],0
7,[-0.63031733  0.04578833],1,-1.0,[-0.5837422   0.04657512],0
7,[-0.5837422   0.04657512],1,-1.0,[-0.5367185   0.04702375],0
7,[-0.5367185   0.04702375],1,-1.0,[-0.48959637  0.04712212],1
8,"(array([-0.52153087,  0.        ], dtype=float32), {})",1,-1.0,[-5.215464e-01 -1.550907e-05],0
8,[-5.215464e-01 -1.550907e-05],1,-1.0,[-5.215773e-01 -3.090182e-05],0
8,[-5.215773e-01 -3.090182e-05],1,-1.0,[-5.2162337e-01 -4.6062818e-05],0
8,[-5.2162337e-01 -4.6062818e-05],1,-1.0,[-5.2168423e-01 -6.0878345e-05],0
8,[-5.2168423e-01 -6.0878345e-05],1,-1.0,[-5.2175945e-01 -7.5237294e-05],0
8,[-5.2175945e-01 -7.5237294e-05],1,-1.0,[-5.218485e-01 -8.903197e-05],0
8,[-5.218485e-01 -8.903197e-05],1,-1.0,[-5.2195066e-01 -1.0215892e-04],0
8,[-5.2195066e-01 -1.0215892e-04],1,-1.0,[-5.2206516e-01 -1.1451969e-04],0
8,[-5.2206516e-01 -1.1451969e-04],1,-1.0,[-5.2219123e-01 -1.2602156e-04],0
8,[-5.2219123e-01 -1.2602156e-04],1,-1.0,[-5.223278e-01 -1.365783e-04],0
8,[-5.223278e-01 -1.365783e-04],1,-1.0,[-5.2247387e-01 -1.4611069e-04],0
8,[-5.2247387e-01 -1.4611069e-04],1,-1.0,[-5.2262843e-01 -1.5454726e-04],0
8,[-5.2262843e-01 -1.5454726e-04],2,-1.0,[-0.52179027  0.00083818],0
8,[-0.52179027  0.00083818],2,-1.0,[-0.51996565  0.00182461],0
8,[-0.51996565  0.00182461],2,-1.0,[-0.5171683   0.00279736],0
8,[-0.5171683   0.00279736],2,-1.0,[-0.51341915  0.00374914],0
8,[-0.51341915  0.00374914],2,-1.0,[-0.5087463  0.0046728],0
8,[-0.5087463  0.0046728],2,-1.0,[-0.5031849   0.00556145],0
8,[-0.5031849   0.00556145],2,-1.0,[-0.49677646  0.00640844],0
8,[-0.49677646  0.00640844],2,-1.0,[-0.48956898  0.00720749],0
8,[-0.48956898  0.00720749],2,-1.0,[-0.48161626  0.00795271],0
8,[-0.48161626  0.00795271],2,-1.0,[-0.4729776   0.00863867],0
8,[-0.4729776   0.00863867],2,-1.0,[-0.46371713  0.00926047],0
8,[-0.46371713  0.00926047],2,-1.0,[-0.45390338  0.00981377],0
8,[-0.45390338  0.00981377],2,-1.0,[-0.44360852  0.01029485],0
8,[-0.44360852  0.01029485],2,-1.0,[-0.43290785  0.01070067],0
8,[-0.43290785  0.01070067],2,-1.0,[-0.421879    0.01102885],0
8,[-0.421879    0.01102885],2,-1.0,[-0.41060126  0.01127773],0
8,[-0.41060126  0.01127773],2,-1.0,[-0.39915487  0.01144639],0
8,[-0.39915487  0.01144639],2,-1.0,[-0.38762027  0.01153459],0
8,[-0.38762027  0.01153459],2,-1.0,[-0.37607747  0.0115428 ],0
8,[-0.37607747  0.0115428 ],2,-1.0,[-0.3646053   0.01147216],0
8,[-0.3646053   0.01147216],2,-1.0,[-0.3532809   0.01132441],0
8,[-0.3532809   0.01132441],2,-1.0,[-0.342179    0.01110189],0
8,[-0.342179    0.01110189],2,-1.0,[-0.33137158  0.01080743],0
8,[-0.33137158  0.01080743],2,-1.0,[-0.32092726  0.01044432],0
8,[-0.32092726  0.01044432],2,-1.0,[-0.31091106  0.01001622],0
8,[-0.31091106  0.01001622],2,-1.0,[-0.30138394  0.00952712],0
8,[-0.30138394  0.00952712],2,-1.0,[-0.2924027   0.00898124],0
8,[-0.2924027   0.00898124],2,-1.0,[-0.2840197   0.00838298],0
8,[-0.2840197   0.00838298],2,-1.0,[-0.27628282  0.0077369 ],0
8,[-0.27628282  0.0077369 ],2,-1.0,[-0.26923522  0.00704758],0
8,[-0.26923522  0.00704758],2,-1.0,[-0.26291555  0.00631969],0
8,[-0.26291555  0.00631969],2,-1.0,[-0.2573577   0.00555785],0
8,[-0.2573577   0.00555785],2,-1.0,[-0.252591    0.00476669],0
8,[-0.252591    0.00476669],2,-1.0,[-0.24864025  0.00395076],0
8,[-0.24864025  0.00395076],2,-1.0,[-0.24552564  0.00311461],0
8,[-0.24552564  0.00311461],2,-1.0,[-0.24326296  0.00226268],0
8,[-0.24326296  0.00226268],2,-1.0,[-0.24186358  0.00139939],0
8,[-0.24186358  0.00139939],2,-1.0,[-0.24133445  0.00052912],0
8,[-0.24133445  0.00052912],2,-1.0,[-0.24167824 -0.00034378],0
8,[-0.24167824 -0.00034378],2,-1.0,[-0.24289322 -0.00121497],0
8,[-0.24289322 -0.00121497],2,-1.0,[-0.24497332 -0.00208011],0
8,[-0.24497332 -0.00208011],2,-1.0,[-0.24790815 -0.00293482],0
8,[-0.24790815 -0.00293482],2,-1.0,[-0.25168285 -0.0037747 ],0
8,[-0.25168285 -0.0037747 ],2,-1.0,[-0.25627813 -0.0045953 ],0
8,[-0.25627813 -0.0045953 ],2,-1.0,[-0.26167023 -0.0053921 ],0
8,[-0.26167023 -0.0053921 ],2,-1.0,[-0.2678308  -0.00616055],0
8,[-0.2678308  -0.00616055],2,-1.0,[-0.27472684 -0.00689604],0
8,[-0.27472684 -0.00689604],2,-1.0,[-0.28232077 -0.00759394],0
8,[-0.28232077 -0.00759394],2,-1.0,[-0.29057038 -0.0082496 ],0
8,[-0.29057038 -0.0082496 ],2,-1.0,[-0.29942876 -0.00885839],0
8,[-0.29942876 -0.00885839],2,-1.0,[-0.30884454 -0.00941577],0
8,[-0.30884454 -0.00941577],2,-1.0,[-0.31876183 -0.00991729],0
8,[-0.31876183 -0.00991729],1,-1.0,[-0.3301205  -0.01135869],0
8,[-0.3301205  -0.01135869],1,-1.0,[-0.34285018 -0.01272966],0
8,[-0.34285018 -0.01272966],1,-1.0,[-0.35686997 -0.01401981],0
8,[-0.35686997 -0.01401981],1,-1.0,[-0.37208876 -0.01521878],0
8,[-0.37208876 -0.01521878],1,-1.0,[-0.38840514 -0.01631638],0
8,[-0.38840514 -0.01631638],0,-1.0,[-0.4067079  -0.01830276],0
8,[-0.4067079  -0.01830276],0,-1.0,[-0.4268695  -0.02016159],0
8,[-0.4268695  -0.02016159],0,-1.0,[-0.4487464  -0.02187692],0
8,[-0.4487464  -0.02187692],0,-1.0,[-0.47218    -0.02343361],0
8,[-0.47218    -0.02343361],0,-1.0,[-0.49699774 -0.02481772],0
8,[-0.49699774 -0.02481772],0,-1.0,[-0.5230148  -0.02601702],0
8,[-0.5230148  -0.02601702],0,-1.0,[-0.55003613 -0.0270214 ],0
8,[-0.55003613 -0.0270214 ],0,-1.0,[-0.57785946 -0.02782332],0
8,[-0.57785946 -0.02782332],0,-1.0,[-0.60627764 -0.02841816],0
8,[-0.60627764 -0.02841816],0,-1.0,[-0.63508207 -0.02880441],0
8,[-0.63508207 -0.02880441],1,-1.0,[-0.66306585 -0.02798379],0
8,[-0.66306585 -0.02798379],1,-1.0,[-0.69003385 -0.02696804],0
8,[-0.69003385 -0.02696804],1,-1.0,[-0.7158049 -0.025771 ],0
8,[-0.7158049 -0.025771 ],1,-1.0,[-0.74021286 -0.02440802],0
8,[-0.74021286 -0.02440802],1,-1.0,[-0.76310825 -0.02289536],0
8,[-0.76310825 -0.02289536],1,-1.0,[-0.7843579  -0.02124967],0
8,[-0.7843579  -0.02124967],1,-1.0,[-0.80384535 -0.01948743],0
8,[-0.80384535 -0.01948743],0,-1.0,[-0.82246995 -0.01862459],0
8,[-0.82246995 -0.01862459],0,-1.0,[-0.8401415  -0.01767154],0
8,[-0.8401415  -0.01767154],0,-1.0,[-0.85678    -0.01663855],0
8,[-0.85678    -0.01663855],0,-1.0,[-0.8723155  -0.01553548],0
8,[-0.8723155  -0.01553548],0,-1.0,[-0.8866872  -0.01437173],0
8,[-0.8866872  -0.01437173],0,-1.0,[-0.8998433  -0.01315601],0
8,[-0.8998433  -0.01315601],0,-1.0,[-0.9117396  -0.01189634],0
8,[-0.9117396  -0.01189634],0,-1.0,[-0.9223395  -0.01059994],0
8,[-0.9223395  -0.01059994],0,-1.0,[-0.9316128  -0.00927328],0
8,[-0.9316128  -0.00927328],0,-1.0,[-0.9395349  -0.00792208],0
8,[-0.9395349  -0.00792208],0,-1.0,[-0.9460862  -0.00655135],0
8,[-0.9460862  -0.00655135],0,-1.0,[-0.9512517  -0.00516548],0
8,[-0.9512517  -0.00516548],0,-1.0,[-0.95502    -0.00376833],0
8,[-0.95502    -0.00376833],0,-1.0,[-0.95738333 -0.00236331],0
8,[-0.95738333 -0.00236331],0,-1.0,[-9.583369e-01 -9.535142e-04],0
8,[-9.583369e-01 -9.535142e-04],0,-1.0,[-9.5787871e-01  4.5817817e-04],0
8,[-9.5787871e-01  4.5817817e-04],1,-1.0,[-0.9550097   0.00286896],0
8,[-0.9550097   0.00286896],2,-1.0,[-0.9487358   0.00627396],0
8,[-0.9487358   0.00627396],2,-1.0,[-0.9390701   0.00966569],0
8,[-0.9390701   0.00966569],2,-1.0,[-0.92603475  0.01303531],0
8,[-0.92603475  0.01303531],2,-1.0,[-0.9096628   0.01637196],0
8,[-0.9096628   0.01637196],2,-1.0,[-0.89000064  0.01966216],0
8,[-0.89000064  0.01966216],2,-1.0,[-0.8671114   0.02288928],0
8,[-0.8671114   0.02288928],2,-1.0,[-0.84107816  0.02603322],0
8,[-0.84107816  0.02603322],2,-1.0,[-0.81200784  0.0290703 ],0
8,[-0.81200784  0.0290703 ],2,-1.0,[-0.7800345  0.0319734],0
8,[-0.7800345  0.0319734],2,-1.0,[-0.745322   0.0347125],0
8,[-0.745322   0.0347125],2,-1.0,[-0.70806646  0.03725548],0
8,[-0.70806646  0.03725548],2,-1.0,[-0.668497    0.03956944],0
8,[-0.668497    0.03956944],2,-1.0,[-0.62687474  0.04162227],0
8,[-0.62687474  0.04162227],2,-1.0,[-0.58349025  0.04338451],0
8,[-0.58349025  0.04338451],2,-1.0,[-0.538659    0.04483128],0
8,[-0.538659    0.04483128],0,-1.0,[-0.49471477  0.0439442 ],0
8,[-0.49471477  0.0439442 ],0,-1.0,[-0.45198694  0.04272784],0
8,[-0.45198694  0.04272784],0,-1.0,[-0.41079205  0.04119487],0
8,[-0.41079205  0.04119487],0,-1.0,[-0.37142718  0.03936488],0
8,[-0.37142718  0.03936488],0,-1.0,[-0.33416435  0.03726282],0
8,[-0.33416435  0.03726282],0,-1.0,[-0.29924706  0.03491732],0
8,[-0.29924706  0.03491732],0,-1.0,[-0.26688817  0.03235887],0
8,[-0.26688817  0.03235887],0,-1.0,[-0.23726988  0.0296183 ],0
8,[-0.23726988  0.0296183 ],0,-1.0,[-0.21054453  0.02672534],0
8,[-0.21054453  0.02672534],0,-1.0,[-0.18683684  0.02370768],0
8,[-0.18683684  0.02370768],0,-1.0,[-0.16624662  0.02059023],0
8,[-0.16624662  0.02059023],0,-1.0,[-0.14885186  0.01739476],0
8,[-0.14885186  0.01739476],0,-1.0,[-0.13471195  0.01413991],0
8,[-0.13471195  0.01413991],0,-1.0,[-0.12387065  0.0108413 ],0
8,[-0.12387065  0.0108413 ],0,-1.0,[-0.1163587   0.00751195],0
8,[-0.1163587   0.00751195],0,-1.0,[-0.11219598  0.00416272],0
8,[-0.11219598  0.00416272],0,-1.0,[-0.11139297  0.000803  ],0
8,[-0.11139297  0.000803  ],0,-1.0,[-0.11395167 -0.00255869],0
8,[-0.11395167 -0.00255869],0,-1.0,[-0.1198657  -0.00591403],0
8,[-0.1198657  -0.00591403],0,-1.0,[-0.12911983 -0.00925413],0
8,[-0.12911983 -0.00925413],0,-1.0,[-0.14168873 -0.0125689 ],0
8,[-0.14168873 -0.0125689 ],0,-1.0,[-0.15753517 -0.01584643],0
8,[-0.15753517 -0.01584643],0,-1.0,[-0.17660756 -0.01907239],0
8,[-0.17660756 -0.01907239],0,-1.0,[-0.19883719 -0.02222964],0
8,[-0.19883719 -0.02222964],0,-1.0,[-0.22413509 -0.02529789],0
8,[-0.22413509 -0.02529789],0,-1.0,[-0.25238878 -0.0282537 ],0
8,[-0.25238878 -0.0282537 ],0,-1.0,[-0.28345945 -0.03107066],0
8,[-0.28345945 -0.03107066],0,-1.0,[-0.31717935 -0.03371991],0
8,[-0.31717935 -0.03371991],0,-1.0,[-0.35335034 -0.03617099],0
8,[-0.35335034 -0.03617099],0,-1.0,[-0.3917434  -0.03839306],0
8,[-0.3917434  -0.03839306],0,-1.0,[-0.4320998  -0.04035639],0
8,[-0.4320998  -0.04035639],0,-1.0,[-0.47413382 -0.04203404],0
8,[-0.47413382 -0.04203404],0,-1.0,[-0.5175375  -0.04340367],0
8,[-0.5175375  -0.04340367],0,-1.0,[-0.5619866  -0.04444912],0
8,[-0.5619866  -0.04444912],0,-1.0,[-0.60714847 -0.04516185],0
8,[-0.60714847 -0.04516185],1,-1.0,[-0.65169024 -0.04454177],0
8,[-0.65169024 -0.04454177],1,-1.0,[-0.6952948  -0.04360455],0
8,[-0.6952948  -0.04360455],2,-1.0,[-0.7366678  -0.04137303],0
8,[-0.7366678  -0.04137303],2,-1.0,[-0.7755495  -0.03888163],0
8,[-0.7755495  -0.03888163],2,-1.0,[-0.8117163  -0.03616685],0
8,[-0.8117163  -0.03616685],2,-1.0,[-0.8449815  -0.03326517],0
8,[-0.8449815  -0.03326517],2,-1.0,[-0.87519276 -0.03021126],0
8,[-0.87519276 -0.03021126],2,-1.0,[-0.9022295  -0.02703678],0
8,[-0.9022295  -0.02703678],2,-1.0,[-0.925999  -0.0237695],0
8,[-0.925999  -0.0237695],2,-1.0,[-0.94643193 -0.02043294],0
8,[-0.94643193 -0.02043294],2,-1.0,[-0.96347827 -0.0170463 ],0
8,[-0.96347827 -0.0170463 ],2,-1.0,[-0.977103   -0.01362474],0
8,[-0.977103   -0.01362474],2,-1.0,[-0.9872828  -0.01017981],0
8,[-0.9872828  -0.01017981],2,-1.0,[-0.9940029  -0.00672009],0
8,[-0.9940029  -0.00672009],2,-1.0,[-0.9972547  -0.00325185],0
8,[-0.9972547  -0.00325185],2,-1.0,[-9.9703461e-01  2.2013938e-04],0
8,[-9.9703461e-01  2.2013938e-04],2,-1.0,[-0.9933427   0.00369188],0
8,[-0.9933427   0.00369188],2,-1.0,[-0.9861834   0.00715933],0
8,[-0.9861834   0.00715933],2,-1.0,[-0.97556585  0.01061756],0
8,[-0.97556585  0.01061756],2,-1.0,[-0.9615058   0.01406006],0
8,[-0.9615058   0.01406006],2,-1.0,[-0.94402784  0.0174779 ],0
8,[-0.94402784  0.0174779 ],2,-1.0,[-0.9231688   0.02085911],0
8,[-0.9231688   0.02085911],2,-1.0,[-0.89898074  0.02418804],0
8,[-0.89898074  0.02418804],2,-1.0,[-0.8715358   0.02744494],0
8,[-0.8715358   0.02744494],2,-1.0,[-0.84093004  0.03060576],0
8,[-0.84093004  0.03060576],2,-1.0,[-0.8072878   0.03364219],0
8,[-0.8072878   0.03364219],2,-1.0,[-0.77076566  0.03652215],0
8,[-0.77076566  0.03652215],1,-1.0,[-0.73255503  0.03821064],0
8,[-0.73255503  0.03821064],1,-1.0,[-0.6928778   0.03967717],0
8,[-0.6928778   0.03967717],1,-1.0,[-0.651985    0.04089289],0
8,[-0.651985    0.04089289],0,-1.0,[-0.6111528   0.04083216],0
8,[-0.6111528   0.04083216],0,-1.0,[-0.5706715   0.04048129],0
8,[-0.5706715   0.04048129],0,-1.0,[-0.5308384   0.03983316],0
8,[-0.5308384   0.03983316],0,-1.0,[-0.4919509   0.03888746],0
8,[-0.4919509   0.03888746],0,-1.0,[-0.45430043  0.03765045],0
8,[-0.45430043  0.03765045],0,-1.0,[-0.41816598  0.03613445],0
8,[-0.41816598  0.03613445],0,-1.0,[-0.38380918  0.03435683],0
8,[-0.38380918  0.03435683],0,-1.0,[-0.35147032  0.03233887],0
8,[-0.35147032  0.03233887],0,-1.0,[-0.3213658   0.03010451],0
8,[-0.3213658   0.03010451],0,-1.0,[-0.2936867   0.02767912],0
8,[-0.2936867   0.02767912],0,-1.0,[-0.2685984   0.02508828],0
8,[-0.2685984   0.02508828],0,-1.0,[-0.24624145  0.02235694],0
8,[-0.24624145  0.02235694],0,-1.0,[-0.22673284  0.01950862],0
8,[-0.22673284  0.01950862],0,-1.0,[-0.21016784  0.016565  ],0
8,[-0.21016784  0.016565  ],0,-1.0,[-0.19662216  0.01354567],0
8,[-0.19662216  0.01354567],0,-1.0,[-0.18615404  0.01046813],0
8,[-0.18615404  0.01046813],0,-1.0,[-0.17880608  0.00734796],1
9,"(array([-0.5446444,  0.       ], dtype=float32), {})",0,-1.0,[-0.5454867  -0.00084226],0
9,[-0.5454867  -0.00084226],0,-1.0,[-0.5471649  -0.00167822],0
9,[-0.5471649  -0.00167822],0,-1.0,[-0.5496665  -0.00250162],0
9,[-0.5496665  -0.00250162],0,-1.0,[-0.55297285 -0.00330631],0
9,[-0.55297285 -0.00330631],0,-1.0,[-0.55705917 -0.00408629],0
9,[-0.55705917 -0.00408629],0,-1.0,[-0.5618949  -0.00483576],0
9,[-0.5618949  -0.00483576],0,-1.0,[-0.5674441  -0.00554917],0
9,[-0.5674441  -0.00554917],0,-1.0,[-0.5736654  -0.00622128],0
9,[-0.5736654  -0.00622128],0,-1.0,[-0.5805125  -0.00684719],0
9,[-0.5805125  -0.00684719],0,-1.0,[-0.587935   -0.00742241],0
9,[-0.587935   -0.00742241],0,-1.0,[-0.5958778  -0.00794288],0
9,[-0.5958778  -0.00794288],0,-1.0,[-0.60428286 -0.00840502],0
9,[-0.60428286 -0.00840502],0,-1.0,[-0.6130886  -0.00880578],0
9,[-0.6130886  -0.00880578],0,-1.0,[-0.6222313  -0.00914264],0
9,[-0.6222313  -0.00914264],0,-1.0,[-0.6316449  -0.00941365],0
9,[-0.6316449  -0.00941365],1,-1.0,[-0.64026237 -0.00861742],0
9,[-0.64026237 -0.00861742],2,-1.0,[-0.64702255 -0.00676019],0
9,[-0.64702255 -0.00676019],2,-1.0,[-0.65187806 -0.00485552],0
9,[-0.65187806 -0.00485552],2,-1.0,[-0.65479505 -0.002917  ],0
9,[-0.65479505 -0.002917  ],2,-1.0,[-0.6557533  -0.00095824],0
9,[-0.6557533  -0.00095824],2,-1.0,[-0.6547461   0.00100716],0
9,[-0.6547461   0.00100716],2,-1.0,[-0.65178055  0.00296558],0
9,[-0.65178055  0.00296558],2,-1.0,[-0.6468771   0.00490343],0
9,[-0.6468771   0.00490343],2,-1.0,[-0.64007     0.00680708],0
9,[-0.64007     0.00680708],2,-1.0,[-0.6314071   0.00866295],0
9,[-0.6314071   0.00866295],2,-1.0,[-0.6209496   0.01045749],0
9,[-0.6209496   0.01045749],2,-1.0,[-0.60877234  0.01217729],0
9,[-0.60877234  0.01217729],2,-1.0,[-0.59496313  0.01380916],0
9,[-0.59496313  0.01380916],2,-1.0,[-0.57962286  0.01534031],0
9,[-0.57962286  0.01534031],2,-1.0,[-0.5628643   0.01675852],0
9,[-0.5628643   0.01675852],2,-1.0,[-0.544812    0.01805233],0
9,[-0.544812    0.01805233],2,-1.0,[-0.5256007   0.01921132],0
9,[-0.5256007   0.01921132],2,-1.0,[-0.5053744   0.02022633],0
9,[-0.5053744   0.02022633],2,-1.0,[-0.48428464  0.02108972],0
9,[-0.48428464  0.02108972],2,-1.0,[-0.46248907  0.02179555],0
9,[-0.46248907  0.02179555],2,-1.0,[-0.4401493   0.02233979],0
9,[-0.4401493   0.02233979],2,-1.0,[-0.41742885  0.02272043],0
9,[-0.41742885  0.02272043],2,-1.0,[-0.3944913   0.02293755],0
9,[-0.3944913   0.02293755],2,-1.0,[-0.37149802  0.02299328],0
9,[-0.37149802  0.02299328],0,-1.0,[-0.35060632  0.0208917 ],0
9,[-0.35060632  0.0208917 ],0,-1.0,[-0.33195463  0.01865172],0
9,[-0.33195463  0.01865172],0,-1.0,[-0.31566235  0.01629227],0
9,[-0.31566235  0.01629227],0,-1.0,[-0.3018304   0.01383194],0
9,[-0.3018304   0.01383194],0,-1.0,[-0.2905417  0.0112887],0
9,[-0.2905417  0.0112887],0,-1.0,[-0.28186196  0.00867974],0
9,[-0.28186196  0.00867974],0,-1.0,[-0.27584046  0.0060215 ],0
9,[-0.27584046  0.0060215 ],0,-1.0,[-0.2725107   0.00332975],0
9,[-0.2725107   0.00332975],0,-1.0,[-0.27189103  0.00061969],0
9,[-0.27189103  0.00061969],0,-1.0,[-0.2739848  -0.00209376],0
9,[-0.2739848  -0.00209376],0,-1.0,[-0.27878052 -0.00479573],0
9,[-0.27878052 -0.00479573],0,-1.0,[-0.28625172 -0.00747119],0
9,[-0.28625172 -0.00747119],0,-1.0,[-0.29635635 -0.01010464],0
9,[-0.29635635 -0.01010464],0,-1.0,[-0.30903634 -0.01267998],0
9,[-0.30903634 -0.01267998],0,-1.0,[-0.3242167  -0.01518035],0
9,[-0.3242167  -0.01518035],0,-1.0,[-0.34180483 -0.01758813],0
9,[-0.34180483 -0.01758813],0,-1.0,[-0.3616898  -0.01988499],0
9,[-0.3616898  -0.01988499],0,-1.0,[-0.38374195 -0.02205212],0
9,[-0.38374195 -0.02205212],0,-1.0,[-0.40781248 -0.02407054],0
9,[-0.40781248 -0.02407054],0,-1.0,[-0.43373406 -0.02592158],0
9,[-0.43373406 -0.02592158],0,-1.0,[-0.4613215  -0.02758743],0
9,[-0.4613215  -0.02758743],0,-1.0,[-0.49037328 -0.0290518 ],0
9,[-0.49037328 -0.0290518 ],0,-1.0,[-0.5206739  -0.03030058],0
9,[-0.5206739  -0.03030058],0,-1.0,[-0.55199635 -0.03132251],0
9,[-0.55199635 -0.03132251],1,-1.0,[-0.58310616 -0.03110979],0
9,[-0.58310616 -0.03110979],1,-1.0,[-0.61377203 -0.03066585],0
9,[-0.61377203 -0.03066585],2,-1.0,[-0.6427698  -0.02899777],0
9,[-0.6427698  -0.02899777],2,-1.0,[-0.66989267 -0.02712291],0
9,[-0.66989267 -0.02712291],2,-1.0,[-0.69495326 -0.02506059],0
9,[-0.69495326 -0.02506059],2,-1.0,[-0.7177846  -0.02283129],0
9,[-0.7177846  -0.02283129],2,-1.0,[-0.7382405  -0.02045589],0
9,[-0.7382405  -0.02045589],2,-1.0,[-0.7561955  -0.01795504],0
9,[-0.7561955  -0.01795504],2,-1.0,[-0.7715442  -0.01534872],0
9,[-0.7715442  -0.01534872],2,-1.0,[-0.78420013 -0.01265593],0
9,[-0.78420013 -0.01265593],2,-1.0,[-0.7940947  -0.00989453],0
9,[-0.7940947  -0.00989453],2,-1.0,[-0.80117595 -0.00708125],0
9,[-0.80117595 -0.00708125],2,-1.0,[-0.80540776 -0.00423182],0
9,[-0.80540776 -0.00423182],2,-1.0,[-0.80676895 -0.00136118],0
9,[-0.80676895 -0.00136118],2,-1.0,[-0.80525273  0.00151621],0
9,[-0.80525273  0.00151621],2,-1.0,[-0.80086666  0.00438607],0
9,[-0.80086666  0.00438607],2,-1.0,[-0.7936327   0.00723394],0
9,[-0.7936327   0.00723394],2,-1.0,[-0.7835879   0.01004484],0
9,[-0.7835879   0.01004484],2,-1.0,[-0.7707849   0.01280298],0
9,[-0.7707849   0.01280298],2,-1.0,[-0.7552933   0.01549157],0
9,[-0.7552933   0.01549157],0,-1.0,[-0.73920065  0.0160927 ],0
9,[-0.73920065  0.0160927 ],0,-1.0,[-0.72260135  0.0165993 ],0
9,[-0.72260135  0.0165993 ],0,-1.0,[-0.7055966   0.01700472],0
9,[-0.7055966   0.01700472],0,-1.0,[-0.68829376  0.01730289],0
9,[-0.68829376  0.01730289],0,-1.0,[-0.6708053   0.01748846],0
9,[-0.6708053   0.01748846],0,-1.0,[-0.6532483   0.01755697],0
9,[-0.6532483   0.01755697],0,-1.0,[-0.6357433   0.01750501],0
9,[-0.6357433   0.01750501],0,-1.0,[-0.618413    0.01733031],0
9,[-0.618413    0.01733031],0,-1.0,[-0.6013811   0.01703187],0
9,[-0.6013811   0.01703187],0,-1.0,[-0.58477116  0.01660996],0
9,[-0.58477116  0.01660996],0,-1.0,[-0.56870496  0.01606618],0
9,[-0.56870496  0.01606618],0,-1.0,[-0.5533016   0.01540344],0
9,[-0.5533016   0.01540344],0,-1.0,[-0.5386756   0.01462592],0
9,[-0.5386756   0.01462592],0,-1.0,[-0.5249367   0.01373896],0
9,[-0.5249367   0.01373896],0,-1.0,[-0.51218766  0.01274899],0
9,[-0.51218766  0.01274899],0,-1.0,[-0.5005243   0.01166342],0
9,[-0.5005243   0.01166342],0,-1.0,[-0.49003375  0.0104905 ],0
9,[-0.49003375  0.0104905 ],0,-1.0,[-0.48079455  0.00923919],0
9,[-0.48079455  0.00923919],0,-1.0,[-0.4728755   0.00791904],0
9,[-0.4728755   0.00791904],0,-1.0,[-0.46633545  0.00654008],0
9,[-0.46633545  0.00654008],0,-1.0,[-0.4612227   0.00511272],0
9,[-0.4612227   0.00511272],0,-1.0,[-0.45757508  0.00364762],0
9,[-0.45757508  0.00364762],0,-1.0,[-0.45541942  0.00215568],0
9,[-0.45541942  0.00215568],0,-1.0,[-0.45477152  0.00064789],0
9,[-0.45477152  0.00064789],1,-1.0,[-4.5463619e-01  1.3534505e-04],0
9,[-4.5463619e-01  1.3534505e-04],2,-1.0,[-0.4540144   0.00062181],0
9,[-0.4540144   0.00062181],2,-1.0,[-0.45291066  0.00110371],0
9,[-0.45291066  0.00110371],2,-1.0,[-0.45133317  0.00157751],0
9,[-0.45133317  0.00157751],2,-1.0,[-0.4492934   0.00203975],0
9,[-0.4492934   0.00203975],2,-1.0,[-0.44680634  0.00248707],0
9,[-0.44680634  0.00248707],2,-1.0,[-0.44389012  0.00291621],0
9,[-0.44389012  0.00291621],2,-1.0,[-0.44056606  0.00332407],0
9,[-0.44056606  0.00332407],2,-1.0,[-0.43685833  0.00370775],0
9,[-0.43685833  0.00370775],2,-1.0,[-0.4327938   0.00406451],0
9,[-0.4327938   0.00406451],2,-1.0,[-0.42840195  0.00439187],0
9,[-0.42840195  0.00439187],2,-1.0,[-0.42371437  0.00468756],0
9,[-0.42371437  0.00468756],2,-1.0,[-0.4187648   0.00494958],0
9,[-0.4187648   0.00494958],2,-1.0,[-0.41358858  0.00517623],0
9,[-0.41358858  0.00517623],2,-1.0,[-0.40822253  0.00536605],0
9,[-0.40822253  0.00536605],2,-1.0,[-0.40270463  0.0055179 ],0
9,[-0.40270463  0.0055179 ],2,-1.0,[-0.3970737   0.00563094],0
